"survey_year";"code_country";"code_plot";"date_start";"date_end";"code_sampler";"value"
2012;4;9991;"2012-12-03";"2013-01-02";1;0.67
2012;4;9991;"2012-12-03";"2013-01-02";1;0.52
2013;4;9991;"2013-01-02";"2013-01-28";1;0.32
2013;4;9991;"2013-01-02";"2013-01-28";1;0.29
2013;4;9991;"2013-01-02";"2013-01-28";1;0.32
2013;4;9991;"2013-01-28";"2013-02-25";1;0.38
2013;4;9991;"2013-01-28";"2013-02-25";1;0.55
2013;4;9991;"2013-01-28";"2013-02-25";1;0.44
2013;4;9991;"2013-02-25";"2013-04-02";1;0.7
2013;4;9991;"2013-02-25";"2013-04-02";1;0.81
2013;4;9991;"2013-02-25";"2013-04-02";1;0.69
2013;4;9991;"2013-04-02";"2013-04-29";1;2.32
2013;4;9991;"2013-04-02";"2013-04-29";1;0.97
2013;4;9991;"2013-04-02";"2013-04-29";1;2.82
2013;4;9991;"2013-04-29";"2013-06-03";1;0.42
2013;4;9991;"2013-04-29";"2013-06-03";1;0.44
2013;4;9991;"2013-04-29";"2013-06-03";1;0.43
2013;4;9991;"2013-06-03";"2013-07-01";1;0.77
2013;4;9991;"2013-06-03";"2013-07-01";1;0.82
2013;4;9991;"2013-06-03";"2013-07-01";1;0.67
2013;4;9991;"2013-07-29";"2013-09-02";1;0.97
2013;4;9991;"2013-07-29";"2013-09-02";1;1.22
2013;4;9991;"2013-07-29";"2013-09-02";1;1.39
2013;4;9991;"2013-09-02";"2013-09-30";1;0.35
2013;4;9991;"2013-09-02";"2013-09-30";1;0.5
2013;4;9991;"2013-09-02";"2013-09-30";1;0.52
2013;4;9991;"2013-09-30";"2013-10-28";1;0.98
2013;4;9991;"2013-09-30";"2013-10-28";1;0.87
2013;4;9991;"2013-09-30";"2013-10-28";1;0.87
2013;4;9991;"2013-10-28";"2013-12-02";1;1.25
2013;4;9991;"2013-10-28";"2013-12-02";1;0.99
2013;4;9991;"2013-10-28";"2013-12-02";1;0.91
2013;4;9991;"2013-12-02";"2013-12-30";1;0.77
2013;4;9991;"2013-12-02";"2013-12-30";1;0.69
2013;4;9991;"2013-12-02";"2013-12-30";1;0.75
2014;4;9991;"2013-12-30";"2014-02-03";1;0.97
2014;4;9991;"2013-12-30";"2014-02-03";1;0.98
2014;4;9991;"2013-12-30";"2014-02-03";1;1
2014;4;9991;"2014-02-03";"2014-03-03";1;2.49
2014;4;9991;"2014-02-03";"2014-03-03";1;2.93
2014;4;9991;"2014-02-03";"2014-03-03";1;2.71
2014;4;9991;"2014-03-03";"2014-03-31";1;2.04
2014;4;9991;"2014-03-03";"2014-03-31";1;1.81
2014;4;9991;"2014-03-03";"2014-03-31";1;1.68
2014;4;9991;"2014-03-31";"2014-04-28";1;1.29
2014;4;9991;"2014-03-31";"2014-04-28";1;1.34
2014;4;9991;"2014-03-31";"2014-04-28";1;1.33
2014;4;9991;"2014-04-28";"2014-06-02";1;0.51
2014;4;9991;"2014-04-28";"2014-06-02";1;0.51
2014;4;9991;"2014-04-28";"2014-06-02";1;0.48
2014;4;9991;"2014-06-02";"2014-06-30";1;2.12
2014;4;9991;"2014-06-02";"2014-06-30";1;1.01
2014;4;9991;"2014-06-02";"2014-06-30";1;0.79
2014;4;9991;"2014-06-30";"2014-07-28";1;0.48
2014;4;9991;"2014-06-30";"2014-07-28";1;0.54
2014;4;9991;"2014-06-30";"2014-07-28";1;0.44
2014;4;9991;"2014-07-28";"2014-09-01";1;0.41
2014;4;9991;"2014-07-28";"2014-09-01";1;0.5
2014;4;9991;"2014-07-28";"2014-09-01";1;0.49
2014;4;9991;"2014-09-01";"2014-09-29";1;0.51
2014;4;9991;"2014-09-01";"2014-09-29";1;0.46
2014;4;9991;"2014-09-01";"2014-09-29";1;0.42
2014;4;9991;"2014-09-29";"2014-11-03";1;0.72
2014;4;9991;"2014-09-29";"2014-11-03";1;0.72
2014;4;9991;"2014-09-29";"2014-11-03";1;0.74
2014;4;9991;"2014-11-03";"2014-12-01";1;2.34
2014;4;9991;"2014-11-03";"2014-12-01";1;2.42
2014;4;9991;"2014-11-03";"2014-12-01";1;2.34
2014;4;9991;"2014-12-01";"2014-12-29";1;1.18
2014;4;9991;"2014-12-01";"2014-12-29";1;0.85
2014;4;9991;"2014-12-01";"2014-12-29";1;0.96
2015;4;9991;"2014-12-29";"2015-02-02";1;0.28
2015;4;9991;"2014-12-29";"2015-02-02";1;0.26
2015;4;9991;"2014-12-29";"2015-02-02";1;0.33
2015;4;9991;"2015-02-02";"2015-03-02";1;0.38
2015;4;9991;"2015-02-02";"2015-03-02";1;0.41
2015;4;9991;"2015-02-02";"2015-03-02";1;0.47
2015;4;9991;"2015-03-02";"2015-03-30";1;2.01
2015;4;9991;"2015-03-02";"2015-03-30";1;2.18
2015;4;9991;"2015-03-02";"2015-03-30";1;1.86
2015;4;9991;"2015-03-30";"2015-04-27";1;1.09
2015;4;9991;"2015-03-30";"2015-04-27";1;0.86
2015;4;9991;"2015-03-30";"2015-04-27";1;0.94
2015;4;9991;"2015-04-27";"2015-06-01";1;0.75
2015;4;9991;"2015-04-27";"2015-06-01";1;0.84
2015;4;9991;"2015-04-27";"2015-06-01";1;0.83
2015;4;9991;"2015-06-01";"2015-06-29";1;0.9
2015;4;9991;"2015-06-01";"2015-06-29";1;1.01
2015;4;9991;"2015-06-01";"2015-06-29";1;0.9
2015;4;9991;"2015-06-29";"2015-08-03";1;1.03
2015;4;9991;"2015-06-29";"2015-08-03";1;0.95
2015;4;9991;"2015-06-29";"2015-08-03";1;0.71
2015;4;9991;"2015-08-03";"2015-08-30";1;0.76
2015;4;9991;"2015-08-03";"2015-08-30";1;0.88
2015;4;9991;"2015-08-03";"2015-08-30";1;1.19
2015;4;9991;"2015-08-31";"2015-09-28";1;0.92
2015;4;9991;"2015-08-31";"2015-09-28";1;0.86
2015;4;9991;"2015-08-31";"2015-09-28";1;1.07
2015;4;9991;"2015-09-28";"2015-11-02";1;0.96
2015;4;9991;"2015-09-28";"2015-11-02";1;0.83
2015;4;9991;"2015-09-28";"2015-11-02";1;0.71
2015;4;9991;"2015-11-02";"2015-11-30";1;0.59
2015;4;9991;"2015-11-02";"2015-11-30";1;0.68
2015;4;9991;"2015-11-02";"2015-11-30";1;0.9
2015;4;9991;"2015-11-30";"2016-01-04";1;0.36
2015;4;9991;"2015-11-30";"2016-01-04";1;0.48
2015;4;9991;"2015-11-30";"2016-01-04";1;0.43
2016;4;9991;"2016-01-04";"2016-02-01";1;0.76
2016;4;9991;"2016-01-04";"2016-02-01";1;0.54
2016;4;9991;"2016-01-04";"2016-02-01";1;0.58
2016;4;9991;"2016-02-01";"2016-02-29";1;0.33
2016;4;9991;"2016-02-01";"2016-02-29";1;0.29
2016;4;9991;"2016-02-01";"2016-02-29";1;0.35
2016;4;9991;"2016-02-29";"2016-03-29";1;0.59
2016;4;9991;"2016-02-29";"2016-03-29";1;0.62
2016;4;9991;"2016-02-29";"2016-03-29";1;0.71
2016;4;9991;"2016-03-29";"2016-05-02";1;0.73
2016;4;9991;"2016-03-29";"2016-05-02";1;0.87
2016;4;9991;"2016-03-29";"2016-05-02";1;0.7
2016;4;9991;"2016-05-02";"2016-05-30";1;1.42
2016;4;9991;"2016-05-02";"2016-05-30";1;1.62
2016;4;9991;"2016-05-02";"2016-05-30";1;1.78
2016;4;9991;"2016-05-30";"2016-06-27";1;0.5
2016;4;9991;"2016-05-30";"2016-06-27";1;0.53
2016;4;9991;"2016-05-30";"2016-06-27";1;0.46
2016;4;9991;"2016-06-27";"2016-08-01";1;0.38
2016;4;9991;"2016-06-27";"2016-08-01";1;0.43
2016;4;9991;"2016-06-27";"2016-08-01";1;0.39
2016;4;9991;"2016-08-01";"2016-08-29";1;0.47
2016;4;9991;"2016-08-01";"2016-08-29";1;0.49
2016;4;9991;"2016-08-01";"2016-08-29";1;0.42
2016;4;9991;"2016-08-29";"2016-10-04";1;1.56
2016;4;9991;"2016-08-29";"2016-10-04";1;0.61
2016;4;9991;"2016-08-29";"2016-10-04";1;0.51
2016;4;9991;"2016-10-04";"2016-11-01";1;0.33
2016;4;9991;"2016-10-04";"2016-11-01";1;0.32
2016;4;9991;"2016-10-04";"2016-11-01";1;0.3
2016;4;9991;"2016-11-01";"2016-11-28";1;0.64
2016;4;9991;"2016-11-01";"2016-11-28";1;0.78
2016;4;9991;"2016-11-01";"2016-11-28";1;0.61
2016;4;9991;"2016-11-28";"2017-01-02";1;0.79
2016;4;9991;"2016-11-28";"2017-01-02";1;0.86
2016;4;9991;"2016-11-28";"2017-01-02";1;0.84
2017;4;9991;"2017-01-02";"2017-01-30";1;0.12
2017;4;9991;"2017-01-02";"2017-01-30";1;0.103
2017;4;9991;"2017-01-02";"2017-01-30";1;0.127
2017;4;9991;"2017-01-30";"2017-02-27";1;1.499
2017;4;9991;"2017-01-30";"2017-02-27";1;2.074
2017;4;9991;"2017-01-30";"2017-02-27";1;1.944
2017;4;9991;"2017-02-27";"2017-04-03";1;0.354
2017;4;9991;"2017-02-27";"2017-04-03";1;0.27
2017;4;9991;"2017-02-27";"2017-04-03";1;0.276
2017;4;9991;"2017-04-03";"2017-05-02";1;0.662
2017;4;9991;"2017-04-03";"2017-05-02";1;0.531
2017;4;9991;"2017-04-03";"2017-05-02";1;0.61
2017;4;9991;"2017-05-02";"2017-05-29";1;1.362
2017;4;9991;"2017-05-02";"2017-05-29";1;0.991
2017;4;9991;"2017-05-02";"2017-05-29";1;1.404
2017;4;9991;"2017-05-29";"2017-07-03";1;0.492
2017;4;9991;"2017-05-29";"2017-07-03";1;0.497
2017;4;9991;"2017-05-29";"2017-07-03";1;0.486
2017;4;9991;"2017-07-03";"2017-07-31";1;0.469
2017;4;9991;"2017-07-03";"2017-07-31";1;0.324
2017;4;9991;"2017-07-03";"2017-07-31";1;0.394
2017;4;9991;"2017-07-31";"2017-08-28";1;0.41
2017;4;9991;"2017-07-31";"2017-08-28";1;0.468
2017;4;9991;"2017-07-31";"2017-08-28";1;0.44
2017;4;9991;"2017-08-28";"2017-10-02";1;0.391
2017;4;9991;"2017-08-28";"2017-10-02";1;0.342
2017;4;9991;"2017-08-28";"2017-10-02";1;0.393
2017;4;9991;"2017-10-02";"2017-10-30";1;0.637
2017;4;9991;"2017-10-02";"2017-10-30";1;0.589
2017;4;9991;"2017-10-02";"2017-10-30";1;0.471
2017;4;9991;"2017-10-30";"2017-11-26";1;0.539
2017;4;9991;"2017-10-30";"2017-11-26";1;0.552
2017;4;9991;"2017-10-30";"2017-11-26";1;0.551
2017;4;9991;"2017-11-26";"2018-01-01";1;0.312
2017;4;9991;"2017-11-26";"2018-01-01";1;0.309
2017;4;9991;"2017-11-26";"2018-01-01";1;0.391
2018;4;9991;"2018-01-01";"2018-01-28";1;0.465
2018;4;9991;"2018-01-01";"2018-01-28";1;0.367
2018;4;9991;"2018-01-01";"2018-01-28";1;0.347
2018;4;9991;"2018-01-28";"2018-02-25";1;0.509
2018;4;9991;"2018-01-28";"2018-02-25";1;0.514
2018;4;9991;"2018-01-28";"2018-02-25";1;0.491
2018;4;9991;"2018-02-25";"2018-04-03";1;1.174
2018;4;9991;"2018-02-25";"2018-04-03";1;1.07
2018;4;9991;"2018-02-25";"2018-04-03";1;1.229
2018;4;9991;"2018-04-03";"2018-04-30";1;1.63
2018;4;9991;"2018-04-03";"2018-04-30";1;1.467
2018;4;9991;"2018-04-03";"2018-04-30";1;1.37
2018;4;9991;"2018-04-30";"2018-05-28";1;0.943
2018;4;9991;"2018-04-30";"2018-05-28";1;1.013
2018;4;9991;"2018-04-30";"2018-05-28";1;0.714
2018;4;9991;"2018-05-28";"2018-07-02";1;0.667
2018;4;9991;"2018-05-28";"2018-07-02";1;0.932
2018;4;9991;"2018-05-28";"2018-07-02";1;0.728
2018;4;9991;"2018-07-02";"2018-07-29";1;1.568
2018;4;9991;"2018-07-02";"2018-07-29";1;1.337
2018;4;9991;"2018-07-02";"2018-07-29";1;1.319
2018;4;9991;"2018-07-30";"2018-09-03";1;2.591
2018;4;9991;"2018-07-30";"2018-09-03";1;3.112
2018;4;9991;"2018-07-30";"2018-09-03";1;2.49
2018;4;9991;"2018-09-03";"2018-10-01";1;0.847
2018;4;9991;"2018-09-03";"2018-10-01";1;0.997
2018;4;9991;"2018-09-03";"2018-10-01";1;1.186
2018;4;9991;"2018-10-01";"2018-10-29";1;1.133
2018;4;9991;"2018-10-01";"2018-10-29";1;1.043
2018;4;9991;"2018-10-01";"2018-10-29";1;1.119
2018;4;9991;"2018-10-29";"2018-12-03";1;0.851
2018;4;9991;"2018-10-29";"2018-12-03";1;1.238
2018;4;9991;"2018-10-29";"2018-12-03";1;1.08
2018;4;9991;"2018-12-03";"2019-01-02";1;0.39
2018;4;9991;"2018-12-03";"2019-01-02";1;0.338
2018;4;9991;"2018-12-03";"2019-01-02";1;0.336
2012;4;9991;"2012-01-02";"2012-01-30";2;0.07
2012;4;9991;"2012-01-02";"2012-01-30";2;0.08
2012;4;9991;"2012-01-30";"2012-02-27";2;0.1
2012;4;9991;"2012-01-30";"2012-02-27";2;0.12
2012;4;9991;"2012-02-27";"2012-04-02";2;0.16
2012;4;9991;"2012-02-27";"2012-04-02";2;0.16
2012;4;9991;"2012-04-02";"2012-04-30";2;0.13
2012;4;9991;"2012-04-02";"2012-04-30";2;0.14
2012;4;9991;"2012-04-30";"2012-05-29";2;0.34
2012;4;9991;"2012-04-30";"2012-05-29";2;0.37
2012;4;9991;"2012-05-29";"2012-07-02";2;0.32
2012;4;9991;"2012-05-29";"2012-07-02";2;0.36
2012;4;9991;"2012-07-02";"2012-07-30";2;0.33
2012;4;9991;"2012-07-02";"2012-07-30";2;0.25
2012;4;9991;"2012-07-30";"2012-09-03";2;3.51
2012;4;9991;"2012-07-30";"2012-09-03";2;2.93
2012;4;9991;"2012-09-03";"2012-10-01";2;0.32
2012;4;9991;"2012-09-03";"2012-10-01";2;0.38
2012;4;9991;"2012-10-01";"2012-10-30";2;0.18
2012;4;9991;"2012-10-01";"2012-10-30";2;0.25
2012;4;9991;"2012-10-30";"2012-12-03";2;0.1
2012;4;9991;"2012-10-30";"2012-12-03";2;0.09
2012;4;9991;"2012-12-03";"2013-01-02";2;0.09
2012;4;9991;"2012-12-03";"2013-01-02";2;0.1
2013;4;9991;"2013-01-02";"2013-01-28";2;0.08
2013;4;9991;"2013-01-02";"2013-01-28";2;0.08
2013;4;9991;"2013-01-28";"2013-02-25";2;0.07
2013;4;9991;"2013-01-28";"2013-02-25";2;0.07
2013;4;9991;"2013-02-25";"2013-04-02";2;0.34
2013;4;9991;"2013-02-25";"2013-04-02";2;0.24
2013;4;9991;"2013-04-02";"2013-04-29";2;0.35
2013;4;9991;"2013-04-02";"2013-04-29";2;0.27
2013;4;9991;"2013-04-29";"2013-06-03";2;0.29
2013;4;9991;"2013-04-29";"2013-06-03";2;0.27
2013;4;9991;"2013-06-03";"2013-07-01";2;0.26
2013;4;9991;"2013-06-03";"2013-07-01";2;0.22
2013;4;9991;"2013-07-01";"2013-07-29";2;0.59
2013;4;9991;"2013-07-01";"2013-07-29";2;0.56
2013;4;9991;"2013-07-29";"2013-09-02";2;0.64
2013;4;9991;"2013-07-29";"2013-09-02";2;0.94
2013;4;9991;"2013-09-02";"2013-09-30";2;0.17
2013;4;9991;"2013-09-02";"2013-09-30";2;0.2
2013;4;9991;"2013-09-30";"2013-10-28";2;0.16
2013;4;9991;"2013-09-30";"2013-10-28";2;0.13
2013;4;9991;"2013-10-28";"2013-12-02";2;0.12
2013;4;9991;"2013-10-28";"2013-12-02";2;0.17
2013;4;9991;"2013-12-02";"2013-12-30";2;0.14
2013;4;9991;"2013-12-02";"2013-12-30";2;0.12
2014;4;9991;"2013-12-30";"2014-02-03";2;0.17
2014;4;9991;"2013-12-30";"2014-02-03";2;0.14
2014;4;9991;"2014-02-03";"2014-03-03";2;0.32
2014;4;9991;"2014-02-03";"2014-03-03";2;0.35
2014;4;9991;"2014-03-03";"2014-03-31";2;0.19
2014;4;9991;"2014-03-03";"2014-03-31";2;0.18
2014;4;9991;"2014-03-31";"2014-04-28";2;0.31
2014;4;9991;"2014-03-31";"2014-04-28";2;0.28
2014;4;9991;"2014-04-28";"2014-06-02";2;0.15
2014;4;9991;"2014-04-28";"2014-06-02";2;0.2
2014;4;9991;"2014-06-02";"2014-06-30";2;0.42
2014;4;9991;"2014-06-02";"2014-06-30";2;0.39
2014;4;9991;"2014-06-30";"2014-07-28";2;0.19
2014;4;9991;"2014-06-30";"2014-07-28";2;0.19
2014;4;9991;"2014-07-28";"2014-09-01";2;0.23
2014;4;9991;"2014-07-28";"2014-09-01";2;0.21
2014;4;9991;"2014-09-01";"2014-09-29";2;0.1
2014;4;9991;"2014-09-01";"2014-09-29";2;0.11
2014;4;9991;"2014-09-29";"2014-11-03";2;0.11
2014;4;9991;"2014-09-29";"2014-11-03";2;0.11
2014;4;9991;"2014-11-03";"2014-12-01";2;0.24
2014;4;9991;"2014-11-03";"2014-12-01";2;0.22
2014;4;9991;"2014-12-01";"2014-12-29";2;0.11
2014;4;9991;"2014-12-01";"2014-12-29";2;0.1
2015;4;9991;"2014-12-29";"2015-02-02";2;0.09
2015;4;9991;"2014-12-29";"2015-02-02";2;0.08
2015;4;9991;"2015-02-02";"2015-03-02";2;0.24
2015;4;9991;"2015-02-02";"2015-03-02";2;0.17
2015;4;9991;"2015-03-02";"2015-03-30";2;0.41
2015;4;9991;"2015-03-02";"2015-03-30";2;0.24
2015;4;9991;"2015-03-30";"2015-04-27";2;0.23
2015;4;9991;"2015-03-30";"2015-04-27";2;0.25
2015;4;9991;"2015-04-27";"2015-06-01";2;0.3
2015;4;9991;"2015-04-27";"2015-06-01";2;0.31
2015;4;9991;"2015-06-01";"2015-06-29";2;0.25
2015;4;9991;"2015-06-01";"2015-06-29";2;0.24
2015;4;9991;"2015-06-29";"2015-08-03";2;0.32
2015;4;9991;"2015-06-29";"2015-08-03";2;0.31
2015;4;9991;"2015-08-03";"2015-08-30";2;0.27
2015;4;9991;"2015-08-03";"2015-08-30";2;0.25
2015;4;9991;"2015-08-31";"2015-09-28";2;0.42
2015;4;9991;"2015-08-31";"2015-09-28";2;0.45
2015;4;9991;"2015-09-28";"2015-11-02";2;0.1
2015;4;9991;"2015-09-28";"2015-11-02";2;0.11
2015;4;9991;"2015-11-02";"2015-11-30";2;0.13
2015;4;9991;"2015-11-02";"2015-11-30";2;0.16
2015;4;9991;"2015-11-30";"2016-01-04";2;0.08
2015;4;9991;"2015-11-30";"2016-01-04";2;0.09
2016;4;9991;"2016-01-04";"2016-02-01";2;0.09
2016;4;9991;"2016-01-04";"2016-02-01";2;0.08
2016;4;9991;"2016-02-01";"2016-02-29";2;0.1
2016;4;9991;"2016-02-01";"2016-02-29";2;0.08
2016;4;9991;"2016-02-29";"2016-03-29";2;0.05
2016;4;9991;"2016-02-29";"2016-03-29";2;0.07
2016;4;9991;"2016-03-29";"2016-05-02";2;0.34
2016;4;9991;"2016-03-29";"2016-05-02";2;0.31
2016;4;9991;"2016-05-02";"2016-05-30";2;0.25
2016;4;9991;"2016-05-02";"2016-05-30";2;0.25
2016;4;9991;"2016-05-30";"2016-06-27";2;0.17
2016;4;9991;"2016-05-30";"2016-06-27";2;0.18
2016;4;9991;"2016-06-27";"2016-08-01";2;0.19
2016;4;9991;"2016-06-27";"2016-08-01";2;0.2
2016;4;9991;"2016-08-01";"2016-08-29";2;0.27
2016;4;9991;"2016-08-01";"2016-08-29";2;0.3
2016;4;9991;"2016-08-29";"2016-10-04";2;0.13
2016;4;9991;"2016-08-29";"2016-10-04";2;0.14
2016;4;9991;"2016-10-04";"2016-11-01";2;0.13
2016;4;9991;"2016-10-04";"2016-11-01";2;0.07
2016;4;9991;"2016-11-01";"2016-11-28";2;0.1
2016;4;9991;"2016-11-01";"2016-11-28";2;0.1
2016;4;9991;"2016-11-28";"2017-01-02";2;0.15
2016;4;9991;"2016-11-28";"2017-01-02";2;0.14
2017;4;9991;"2017-01-02";"2017-01-30";2;0.096
2017;4;9991;"2017-01-02";"2017-01-30";2;0.121
2017;4;9991;"2017-01-30";"2017-02-27";2;0.126
2017;4;9991;"2017-01-30";"2017-02-27";2;0.136
2017;4;9991;"2017-02-27";"2017-04-03";2;0.074
2017;4;9991;"2017-02-27";"2017-04-03";2;0.075
2017;4;9991;"2017-04-03";"2017-05-02";2;0.273
2017;4;9991;"2017-04-03";"2017-05-02";2;0.361
2017;4;9991;"2017-05-02";"2017-05-29";2;0.21
2017;4;9991;"2017-05-02";"2017-05-29";2;0.207
2017;4;9991;"2017-05-29";"2017-07-03";2;0.188
2017;4;9991;"2017-05-29";"2017-07-03";2;0.174
2017;4;9991;"2017-07-03";"2017-07-31";2;0.191
2017;4;9991;"2017-07-03";"2017-07-31";2;0.211
2017;4;9991;"2017-07-31";"2017-08-28";2;0.285
2017;4;9991;"2017-07-31";"2017-08-28";2;0.297
2017;4;9991;"2017-08-28";"2017-10-02";2;0.282
2017;4;9991;"2017-08-28";"2017-10-02";2;0.202
2017;4;9991;"2017-10-02";"2017-10-30";2;0.129
2017;4;9991;"2017-10-02";"2017-10-30";2;0.152
2017;4;9991;"2017-10-30";"2017-11-26";2;0.096
2017;4;9991;"2017-10-30";"2017-11-26";2;0.1
2017;4;9991;"2017-11-26";"2018-01-01";2;0.059
2017;4;9991;"2017-11-26";"2018-01-01";2;0.052
2018;4;9991;"2018-01-01";"2018-01-28";2;0.056
2018;4;9991;"2018-01-01";"2018-01-28";2;0.066
2018;4;9991;"2018-01-28";"2018-02-25";2;0.108
2018;4;9991;"2018-01-28";"2018-02-25";2;0.102
2018;4;9991;"2018-02-25";"2018-04-03";2;0.104
2018;4;9991;"2018-02-25";"2018-04-03";2;0.099
2018;4;9991;"2018-04-03";"2018-04-30";2;0.775
2018;4;9991;"2018-04-03";"2018-04-30";2;0.785
2018;4;9991;"2018-04-30";"2018-05-28";2;0.331
2018;4;9991;"2018-04-30";"2018-05-28";2;0.247
2018;4;9991;"2018-05-28";"2018-07-02";2;0.451
2018;4;9991;"2018-05-28";"2018-07-02";2;0.449
2018;4;9991;"2018-07-02";"2018-07-29";2;0.713
2018;4;9991;"2018-07-02";"2018-07-29";2;0.686
2018;4;9991;"2018-07-30";"2018-09-03";2;0.781
2018;4;9991;"2018-07-30";"2018-09-03";2;0.795
2018;4;9991;"2018-09-03";"2018-10-01";2;0.259
2018;4;9991;"2018-09-03";"2018-10-01";2;0.24
2018;4;9991;"2018-10-01";"2018-10-29";2;0.127
2018;4;9991;"2018-10-01";"2018-10-29";2;0.119
2018;4;9991;"2018-10-29";"2018-12-03";2;0.108
2018;4;9991;"2018-10-29";"2018-12-03";2;0.102
2018;4;9991;"2018-12-03";"2019-01-02";2;0.081
2018;4;9991;"2018-12-03";"2019-01-02";2;0.065
2012;4;9992;"2012-01-03";"2012-01-31";1;0.91
2012;4;9992;"2012-01-03";"2012-01-31";1;1.06
2012;4;9992;"2012-01-03";"2012-01-31";1;0.82
2012;4;9992;"2012-01-31";"2012-02-28";1;1.99
2012;4;9992;"2012-01-31";"2012-02-28";1;1.41
2012;4;9992;"2012-01-31";"2012-02-28";1;1.93
2012;4;9992;"2012-02-28";"2012-04-03";1;1.74
2012;4;9992;"2012-02-28";"2012-04-03";1;1.9
2012;4;9992;"2012-02-28";"2012-04-03";1;1.38
2012;4;9992;"2012-04-03";"2012-05-02";1;0.6
2012;4;9992;"2012-04-03";"2012-05-02";1;0.75
2012;4;9992;"2012-04-03";"2012-05-02";1;0.94
2012;4;9992;"2012-05-02";"2012-05-29";1;1.03
2012;4;9992;"2012-05-02";"2012-05-29";1;1.32
2012;4;9992;"2012-05-02";"2012-05-29";1;1.66
2012;4;9992;"2012-05-29";"2012-07-03";1;0.82
2012;4;9992;"2012-05-29";"2012-07-03";1;0.75
2012;4;9992;"2012-05-29";"2012-07-03";1;1.04
2012;4;9992;"2012-07-03";"2012-08-01";1;0.63
2012;4;9992;"2012-07-03";"2012-08-01";1;0.92
2012;4;9992;"2012-07-03";"2012-08-01";1;0.8
2012;4;9992;"2012-08-01";"2012-09-04";1;1.54
2012;4;9992;"2012-08-01";"2012-09-04";1;1.04
2012;4;9992;"2012-08-01";"2012-09-04";1;1.82
2012;4;9992;"2012-09-04";"2012-10-02";1;1.52
2012;4;9992;"2012-09-04";"2012-10-02";1;1.33
2012;4;9992;"2012-09-04";"2012-10-02";1;0.9
2012;4;9992;"2012-10-02";"2012-10-30";1;0.68
2012;4;9992;"2012-10-02";"2012-10-30";1;0.84
2012;4;9992;"2012-10-02";"2012-10-30";1;1.16
2012;4;9992;"2012-10-30";"2012-12-04";1;1.98
2012;4;9992;"2012-10-30";"2012-12-04";1;2.68
2012;4;9992;"2012-10-30";"2012-12-04";1;1.64
2012;4;9992;"2012-12-04";"2013-01-03";1;1.1
2012;4;9992;"2012-12-04";"2013-01-03";1;1.3
2012;4;9992;"2012-12-04";"2013-01-03";1;1.72
2013;4;9992;"2013-01-03";"2013-01-29";1;0.68
2013;4;9992;"2013-01-03";"2013-01-29";1;0.74
2013;4;9992;"2013-01-03";"2013-01-29";1;0.59
2013;4;9992;"2013-01-29";"2013-02-26";1;1.1
2013;4;9992;"2013-01-29";"2013-02-26";1;1.17
2013;4;9992;"2013-01-29";"2013-02-26";1;1.12
2013;4;9992;"2013-02-26";"2013-04-03";1;1.91
2013;4;9992;"2013-02-26";"2013-04-03";1;1.32
2013;4;9992;"2013-02-26";"2013-04-03";1;1.63
2013;4;9992;"2013-04-03";"2013-04-30";1;3.84
2013;4;9992;"2013-04-03";"2013-04-30";1;7.25
